,taxonomy,host-associated,unknown function,tail,DNA,transcription regulation,head and packaging,lysis,moron,integration and excision,auxiliary metabolic gene and host takeover,other,RNA and nucleotide metabolism,connector,vf_amr
3300011627_1|3300011627.a:Ga0121070_100010,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_A;s__UBA10829,False,70,10,5,6,5,3,1,1,1,0,5,4,0
3300011630_2|3300011630.a:Ga0121596_100044,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia;s__Serratia nematodiphila,False,18,5,3,1,7,3,0,1,0,0,3,1,0
3300011630_2|3300011630.a:Ga0121596_100064,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia;s__Serratia nematodiphila,False,7,9,1,2,0,2,0,0,0,0,1,2,0
3300011631_3|3300011631.a:Ga0120800_100004,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter nosocomialis,False,31,9,2,1,4,3,2,3,2,1,2,4,0
3300011631_3|3300011631.a:Ga0120800_100024,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter nosocomialis,False,85,7,6,4,2,1,2,0,2,3,6,0,0
3300011631_3|3300011631.a:Ga0120800_100046,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter nosocomialis,False,34,4,5,4,5,0,0,1,0,3,5,4,0
3300011631_3|3300011631.a:Ga0120800_100050,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter nosocomialis,False,30,12,1,1,6,1,0,0,0,2,1,4,0
3300011631_3|3300011631.a:Ga0120800_100092,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter nosocomialis,False,17,1,0,0,6,1,0,1,0,0,0,1,0
3300011633_1|3300011633.a:Ga0120945_100012,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp18,False,50,8,4,4,3,2,3,2,3,3,4,3,0
3300011633_1|3300011633.a:Ga0120945_100013,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp18,False,75,7,7,5,6,1,3,6,3,6,7,3,0
3300011633_1|3300011633.a:Ga0120945_100024,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp18,False,88,0,1,3,1,0,0,2,0,0,1,0,0
3300011634_2|3300011634.a:Ga0121034_100004,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium;s__Agrobacterium sp3,False,45,9,1,3,6,0,2,1,2,4,1,2,0
3300011634_2|3300011634.a:Ga0121034_100011,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium;s__Agrobacterium sp3,False,46,3,2,2,4,1,2,1,2,0,2,0,0
3300011634_3|3300011634.a:Ga0121034_100119,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas sp8,False,10,0,0,0,4,0,0,0,0,0,0,0,0
3300011636_2|3300011636.a:Ga0122285_100004,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,False,62,11,6,4,4,1,1,1,1,3,6,4,0
3300011636_2|3300011636.a:Ga0122285_100386,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,False,8,0,0,0,2,0,1,1,1,0,0,0,0
3300011636_4|3300011636.a:Ga0122285_100013,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__GCF_001511775.1,False,50,8,7,2,12,3,1,1,1,2,7,1,0
3300011637_3|3300011637.a:Ga0121103_100019,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_A;s__,False,27,12,2,4,6,2,1,1,1,0,2,4,0
3300011637_3|3300011637.a:Ga0121103_100049,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_A;s__,False,21,8,2,2,6,0,1,2,1,1,2,3,0
3300011639_1|3300011639.a:Ga0121628_100078,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_A;s__Pseudomonas_A sp10,False,14,0,0,1,2,0,1,1,1,0,0,0,0
3300011641_1|3300011641.a:Ga0121558_100031,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__GCA_002322295.1,False,33,2,0,0,2,1,0,2,0,0,0,0,0
3300011643_1|3300011643.a:Ga0120822_100004,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__GCA_002500745.1,False,51,2,3,1,6,1,1,1,1,2,3,2,0
3300011646_1|3300011646.a:Ga0120987_100005,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter ursingii,False,10,0,1,1,1,0,1,1,1,0,1,0,0
3300011646_1|3300011646.a:Ga0120987_100010,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter ursingii,False,51,2,3,4,6,1,2,4,2,2,3,3,0
3300011646_1|3300011646.a:Ga0120987_100021,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter ursingii,False,15,1,0,0,1,0,0,0,0,0,0,0,0
3300011649_3|3300011649.a:Ga0121650_100011,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_A;s__Pseudomonas_A stutzeri,False,64,4,8,7,3,4,1,0,1,1,8,3,0
3300011650_1|3300011650.a:Ga0121738_100011,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas maltophilia_F,False,57,9,5,6,6,2,0,2,0,2,5,1,0
3300011650_1|3300011650.a:Ga0121738_100030,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas maltophilia_F,False,49,4,9,1,8,2,1,1,1,2,9,1,0
3300011650_1|3300011650.a:Ga0121738_100077,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas maltophilia_F,False,4,12,0,0,0,0,0,0,0,0,0,0,0
3300011652_2|3300011652.a:Ga0121031_100023,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella_B;s__Klebsiella_B aerogenes_A,False,17,12,3,2,6,3,0,2,0,2,3,4,0
3300011653_2|3300011653.a:Ga0120819_100018,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella_A;s__Klebsiella_A oxytoca_A,False,7,6,0,2,0,2,0,0,0,0,0,0,0
3300011653_2|3300011653.a:Ga0120819_100029,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella_A;s__Klebsiella_A oxytoca_A,False,21,10,3,1,5,3,0,2,0,1,3,2,0
3300011653_2|3300011653.a:Ga0120819_100039,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella_A;s__Klebsiella_A oxytoca_A,False,34,0,2,4,0,0,2,2,2,0,2,0,0
3300011653_2|3300011653.a:Ga0120819_100052,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella_A;s__Klebsiella_A oxytoca_A,False,42,0,3,6,0,5,2,0,2,4,3,0,0
3300011654_3|3300011654.a:Ga0122276_100004,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__,False,62,0,7,5,1,2,1,1,1,2,7,0,0
3300011656_1|3300011656.a:Ga0122216_100002,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_A;s__Pseudomonas_A sp10,False,12,0,0,0,2,0,1,1,1,0,0,0,0
3300011656_1|3300011656.a:Ga0122216_100003,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_A;s__Pseudomonas_A sp10,False,27,11,4,2,6,2,1,1,1,1,4,3,0
3300011656_1|3300011656.a:Ga0122216_100016,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_A;s__Pseudomonas_A sp10,False,45,4,1,3,6,3,0,3,0,5,1,1,0
3300011656_2|3300011656.a:Ga0122216_100055,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc citreum,False,6,0,1,0,2,0,0,2,0,0,1,0,0
3300011657_1|3300011657.a:Ga0121013_100003,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_A;s__Pseudomonas_A stutzeri,False,10,0,1,1,2,0,1,0,1,0,1,0,0
3300011657_3|3300011657.a:Ga0121013_100011,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter radioresistens,False,24,0,2,1,1,0,2,1,2,0,2,0,0
3300011657_3|3300011657.a:Ga0121013_100017,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter radioresistens,False,42,10,7,4,5,1,0,1,0,0,7,4,0
3300011657_4|3300011657.a:Ga0121013_100021,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc garlicum,False,34,9,9,5,6,3,2,1,2,2,9,3,0
3300011659_1|3300011659.a:Ga0121150_100001,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Lysinibacillus;s__Lysinibacillus sp2,False,15,9,1,1,0,2,0,0,0,0,1,0,0
3300011659_1|3300011659.a:Ga0121150_100003,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Lysinibacillus;s__Lysinibacillus sp2,False,37,6,8,3,7,2,3,0,3,0,8,4,0
3300011659_1|3300011659.a:Ga0121150_100157,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Lysinibacillus;s__Lysinibacillus sp2,False,4,3,0,0,8,0,0,0,0,1,0,2,0
3300011659_2|3300011659.a:Ga0121150_100078,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter radioresistens,False,13,3,0,0,1,0,0,1,0,0,0,0,0
3300011663_1|3300011663.a:Ga0121550_100020,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_A;s__Pseudomonas_A stutzeri_L,False,11,0,1,0,1,0,1,0,1,0,1,0,0
3300011663_1|3300011663.a:Ga0121550_100023,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_A;s__Pseudomonas_A stutzeri_L,False,43,4,1,5,5,1,3,3,3,2,1,1,0
3300011663_1|3300011663.a:Ga0121550_100116,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_A;s__Pseudomonas_A stutzeri_L,False,28,0,3,2,1,0,1,1,1,2,3,0,0
3300011663_2|3300011663.a:Ga0121550_100001,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas geniculata,False,29,9,1,2,10,2,0,2,0,3,1,1,0
3300011663_2|3300011663.a:Ga0121550_100086,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas geniculata,False,42,4,1,1,6,1,0,1,0,2,1,2,0
3300011663_2|3300011663.a:Ga0121550_100143,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas geniculata,False,24,10,2,1,0,1,2,0,2,2,2,1,0
3300011663_2|3300011663.a:Ga0121550_100153,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas geniculata,False,18,0,2,1,1,0,2,1,2,1,2,0,0
3300011665_3|3300011665.a:Ga0122798_100005,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter steigerwaltii,False,13,1,2,1,5,0,0,2,0,1,2,2,0
3300011665_3|3300011665.a:Ga0122798_100009,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter steigerwaltii,False,34,10,6,3,5,4,5,2,5,0,6,4,0
3300011665_3|3300011665.a:Ga0122798_100010,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter steigerwaltii,False,45,6,10,3,6,5,5,2,5,3,10,1,0
3300011665_3|3300011665.a:Ga0122798_100019,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter steigerwaltii,False,7,0,0,2,3,0,0,0,0,0,0,1,0
3300011665_3|3300011665.a:Ga0122798_100077,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter steigerwaltii,False,13,13,2,2,5,4,0,1,0,0,2,4,0
3300011665_4|3300011665.a:Ga0122798_100003,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__GCA_002354335.1,False,58,1,2,1,2,1,0,1,0,1,2,0,0
3300011665_5|3300011665.a:Ga0122798_100093,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas sp8,False,40,5,1,0,5,1,0,1,0,1,1,3,0
3300011667_3|3300011667.a:Ga0120834_100016,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas diminuta,False,56,12,4,3,5,1,0,1,0,3,4,3,0
3300011667_3|3300011667.a:Ga0120834_100047,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas diminuta,False,6,0,0,0,4,0,0,0,0,0,0,0,0
3300011667_3|3300011667.a:Ga0120834_100067,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas diminuta,False,31,5,3,0,6,0,0,0,0,1,3,2,0
3300011668_1|3300011668.a:Ga0122184_100019,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__GCA_002500745.1,False,54,1,1,1,1,1,0,1,0,0,1,0,0
3300011668_2|3300011668.a:Ga0122184_100003,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter xiangfangensis,False,25,1,5,1,0,5,0,0,0,0,5,0,0
3300011668_2|3300011668.a:Ga0122184_100007,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter xiangfangensis,False,12,5,3,4,4,5,1,1,1,0,3,3,0
3300011668_2|3300011668.a:Ga0122184_100010,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter xiangfangensis,False,23,0,4,0,2,0,0,0,0,1,4,0,0
3300011668_2|3300011668.a:Ga0122184_100011,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter xiangfangensis,False,15,4,1,1,4,1,0,0,0,0,1,2,0
3300011668_3|3300011668.a:Ga0122184_100012,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__GCA_002363375.1,False,9,1,2,1,1,0,1,0,1,0,2,0,0
3300011668_3|3300011668.a:Ga0122184_100018,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__GCA_002363375.1,False,33,3,5,3,6,1,0,0,0,1,5,4,0
3300011669_1|3300011669.a:Ga0121613_100016,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_D;s__Enterococcus_D casseliflavus,False,41,4,3,2,3,2,2,0,2,1,3,4,0
3300011669_1|3300011669.a:Ga0121613_100156,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_D;s__Enterococcus_D casseliflavus,False,10,0,6,1,0,0,0,0,0,0,6,0,0
3300011670_5|3300011670.a:Ga0121727_100001,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis,False,21,1,2,1,0,0,0,2,0,1,2,0,0
3300011670_5|3300011670.a:Ga0121727_100018,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis,False,12,0,3,2,0,0,2,1,2,1,3,0,0
3300011670_5|3300011670.a:Ga0121727_100021,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis,False,40,0,3,1,1,0,1,1,1,1,3,0,0
3300011670_5|3300011670.a:Ga0121727_100063,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis,False,16,0,5,2,0,0,0,1,0,1,5,0,0
3300011674_1|3300011674.a:Ga0120786_100001,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__GCF_001022965.1,False,51,11,10,4,5,3,0,2,0,1,10,4,0
3300011674_1|3300011674.a:Ga0120786_100002,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__GCF_001022965.1,False,19,12,3,4,0,3,0,0,0,1,3,2,0
3300011674_1|3300011674.a:Ga0120786_100006,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__GCF_001022965.1,False,21,13,2,2,5,3,0,2,0,0,2,4,0
3300011674_1|3300011674.a:Ga0120786_100010,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__GCF_001022965.1,False,10,0,0,1,3,0,0,2,0,0,0,0,0
3300011675_1|3300011675.a:Ga0122100_10006,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_A;s__Pseudomonas_A stutzeri,False,9,0,0,0,2,0,1,1,1,1,0,0,0
3300011675_3|3300011675.a:Ga0122100_10001,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__GCA_002365595.1,False,62,8,6,7,7,1,1,2,1,5,6,4,0
3300011676_2|3300011676.a:Ga0120860_100037,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter steigerwaltii,False,49,8,7,4,5,4,2,2,2,1,7,4,0
3300011677_1|3300011677.a:Ga0121675_100001,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas maltophilia_N,False,47,4,4,3,5,3,0,2,0,3,4,4,0
3300011677_1|3300011677.a:Ga0121675_100005,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas maltophilia_N,False,18,0,2,1,1,0,1,0,1,0,2,0,0
3300011677_4|3300011677.a:Ga0121675_100114,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides,False,4,2,0,0,0,2,0,0,0,2,0,0,0
3300011678_2|3300011678.a:Ga0120790_100012,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter steigerwaltii,False,21,1,4,2,2,5,5,2,5,1,4,0,0
3300011678_2|3300011678.a:Ga0120790_100013,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter steigerwaltii,False,56,5,8,3,6,4,5,1,5,2,8,1,0
3300011678_2|3300011678.a:Ga0120790_100019,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter steigerwaltii,False,14,13,3,1,5,3,0,1,0,1,3,4,0
3300011678_2|3300011678.a:Ga0120790_100039,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter steigerwaltii,False,29,3,3,1,0,5,0,3,0,0,3,0,0
3300011679_3|3300011679.a:Ga0120826_100012,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__UBA9405,False,44,7,3,3,6,2,0,1,0,3,3,4,0
3300011679_3|3300011679.a:Ga0120826_100028,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__UBA9405,False,35,4,3,3,5,3,0,1,0,1,3,4,0
3300011681_1|3300011681.a:Ga0122032_100014,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Lysinibacillus;s__Lysinibacillus sp1,False,22,8,8,3,6,1,2,1,2,1,8,3,0
3300011682_3|3300011682.a:Ga0122177_100001,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis,False,7,5,2,2,1,2,0,0,0,1,2,1,0
3300011683_1|3300011683.a:Ga0120801_100001,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus pumilus_F,False,58,6,7,3,7,3,5,1,5,3,7,4,0
3300011683_1|3300011683.a:Ga0120801_100007,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus pumilus_F,False,21,11,1,1,5,3,1,0,1,1,1,3,0
3300011683_2|3300011683.a:Ga0120801_100003,d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus saprophyticus,False,28,6,8,9,9,2,1,2,1,5,8,3,0
3300011684_2|3300011684.a:Ga0121128_10001,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__,False,56,9,10,4,5,3,2,2,2,3,10,3,0
3300011684_2|3300011684.a:Ga0121128_10027,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__,False,50,6,7,4,7,5,3,2,3,5,7,1,0
3300011684_2|3300011684.a:Ga0121128_10037,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__,False,36,11,5,5,5,4,5,2,5,2,5,4,0
3300011685_2|3300011685.a:Ga0121084_10023,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Myroides;s__,False,17,0,0,0,1,0,0,2,0,0,0,0,0
3300011688_1|3300011688.a:Ga0121219_10005,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__,False,32,12,1,4,5,6,0,0,0,2,1,3,0
3300011688_1|3300011688.a:Ga0121219_10007,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__,False,3,10,0,0,0,0,0,0,0,0,0,0,0
3300011688_1|3300011688.a:Ga0121219_10008,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__,False,37,6,5,3,4,2,0,2,0,1,5,4,0
3300011688_1|3300011688.a:Ga0121219_10027,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__,False,1,10,0,0,0,0,0,0,0,0,0,0,0
3300011689_1|3300011689.a:Ga0121180_10014,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp18,False,49,7,8,3,10,2,0,0,0,1,8,1,0
3300011689_1|3300011689.a:Ga0121180_10097,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp18,False,17,0,5,4,0,0,2,2,2,1,5,0,0
